0.800000,1.800000
0.800000,1.800000
0.800000,1.800000
0.812893,1.800000
0.827865,1.799133
0.842738,1.797210
0.853032,1.795156
0.862804,1.793036
0.872576,1.790910
0.882347,1.788783
0.896515,1.785700
0.910961,1.781669
0.925084,1.776627
0.938812,1.770590
0.952074,1.763589
0.964803,1.755660
0.976933,1.746842
0.984982,1.740104
0.992542,1.733559
1.000098,1.727008
1.007653,1.720457
1.018609,1.710959
1.029353,1.700496
1.039331,1.689300
1.045763,1.681005
1.051759,1.673001
1.057748,1.664994
1.063738,1.656986
1.069728,1.648978
1.075718,1.640971
1.081707,1.632963
1.087697,1.624955
1.096382,1.613344
1.104656,1.600836
1.112025,1.587774
1.116546,1.578301
1.120702,1.569206
1.124852,1.560108
1.129002,1.551010
1.133152,1.541911
1.137302,1.532813
1.141452,1.523715
1.145602,1.514617
1.149752,1.505518
1.153902,1.496420
1.158052,1.487322
1.162202,1.478224
1.166352,1.469125
1.170502,1.460027
1.174652,1.450929
1.178802,1.441831
1.182952,1.432733
1.187102,1.423634
1.193119,1.410442
1.198543,1.396460
1.202966,1.382130
1.205369,1.371912
1.207497,1.362141
1.209617,1.352369
1.211737,1.342596
1.213857,1.332824
1.215978,1.323051
1.218098,1.313278
1.220218,1.303506
1.222339,1.293733
1.224459,1.283960
1.226579,1.274188
1.228700,1.264415
1.230820,1.254642
1.232940,1.244870
1.235061,1.235097
1.237181,1.225325
1.239301,1.215552
1.241422,1.205779
1.243542,1.196007
1.245662,1.186234
1.247783,1.176461
1.249903,1.166689
1.252023,1.156916
1.254144,1.147144
1.256264,1.137371
1.258384,1.127598
1.260504,1.117826
1.262625,1.108053
1.264745,1.098280
1.266865,1.088508
1.268986,1.078735
1.271106,1.068963
1.273226,1.059190
1.275347,1.049417
1.277467,1.039645
1.279587,1.029872
1.281708,1.020099
1.283828,1.010327
1.285948,1.000554
1.288069,0.990782
1.290189,0.981009
1.292309,0.971236
1.294430,0.961464
1.296550,0.951691
1.298670,0.941918
1.300790,0.932146
1.302911,0.922373
1.305031,0.912601
1.307151,0.902828
1.309272,0.893055
1.311392,0.883283
1.313512,0.873510
1.315633,0.863737
1.317753,0.853965
1.319873,0.844192
1.321994,0.834419
1.324114,0.824647
1.326234,0.814874
1.328355,0.805102
1.330475,0.795329
1.332595,0.785556
1.334716,0.775784
1.336836,0.766011
1.338956,0.756238
1.341077,0.746466
1.343197,0.736693
1.345317,0.726921
