-0.990993,2.587250,WANDER,FORWARD,SUSCEPTIBLE
-0.964031,2.597734,WANDER,FORWARD,SUSCEPTIBLE
-0.926751,2.612231,WANDER,FORWARD,SUSCEPTIBLE
-0.889470,2.626728,WANDER,FORWARD,SUSCEPTIBLE
-0.852189,2.641225,WANDER,FORWARD,SUSCEPTIBLE
-0.814909,2.655722,WANDER,FORWARD,SUSCEPTIBLE
-0.777628,2.670219,WANDER,FORWARD,SUSCEPTIBLE
-0.740348,2.684716,WANDER,FORWARD,SUSCEPTIBLE
-0.703067,2.699212,WANDER,FORWARD,SUSCEPTIBLE
-0.665787,2.713709,WANDER,FORWARD,SUSCEPTIBLE
-0.628506,2.728206,WANDER,FORWARD,SUSCEPTIBLE
-0.591225,2.742703,WANDER,FORWARD,SUSCEPTIBLE
-0.553945,2.757200,WANDER,FORWARD,SUSCEPTIBLE
-0.516664,2.771697,WANDER,FORWARD,SUSCEPTIBLE
-0.479384,2.786194,WANDER,TURN_RIGHT,SUSCEPTIBLE
-0.457648,2.794646,WANDER,FORWARD,SUSCEPTIBLE
-0.421580,2.799657,WANDER,FORWARD,SUSCEPTIBLE
-0.381736,2.803172,WANDER,FORWARD,SUSCEPTIBLE
-0.341881,2.806574,WANDER,FORWARD,SUSCEPTIBLE
-0.302026,2.809976,WANDER,FORWARD,SUSCEPTIBLE
-0.262171,2.813378,WANDER,FORWARD,SUSCEPTIBLE
-0.222316,2.816780,WANDER,FORWARD,SUSCEPTIBLE
-0.182461,2.820182,WANDER,FORWARD,SUSCEPTIBLE
-0.142606,2.823584,WANDER,TURN_LEFT,SUSCEPTIBLE
-0.119369,2.825567,WANDER,FORWARD,SUSCEPTIBLE
-0.084780,2.836952,WANDER,FORWARD,SUSCEPTIBLE
-0.047459,2.851342,WANDER,FORWARD,SUSCEPTIBLE
-0.010179,2.865839,WANDER,TURN_RIGHT,SUSCEPTIBLE
0.011557,2.874291,WANDER,FORWARD,SUSCEPTIBLE
0.047625,2.879301,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.070845,2.881474,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.089794,2.887686,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.106243,2.898933,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.118856,2.914360,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.126610,2.932717,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.128875,2.952514,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.125469,2.972148,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.116667,2.990025,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.103184,3.004698,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.086112,3.014975,WANDER,FORWARD,SUSCEPTIBLE
0.050933,3.024150,WANDER,FORWARD,SUSCEPTIBLE
0.011749,3.032181,WANDER,TURN_RIGHT,SUSCEPTIBLE
-0.011111,3.036798,WANDER,FORWARD,SUSCEPTIBLE
-0.044178,3.052048,WANDER,FORWARD,SUSCEPTIBLE
-0.079617,3.070595,WANDER,FORWARD,SUSCEPTIBLE
-0.115004,3.089244,WANDER,FORWARD,SUSCEPTIBLE
-0.150390,3.107893,WANDER,FORWARD,SUSCEPTIBLE
-0.185777,3.126542,WANDER,FORWARD,SUSCEPTIBLE
-0.221164,3.145191,WANDER,TURN_RIGHT,SUSCEPTIBLE
-0.241796,3.156064,WANDER,FORWARD,SUSCEPTIBLE
-0.269224,3.180015,WANDER,FORWARD,SUSCEPTIBLE
-0.297999,3.207798,WANDER,FORWARD,SUSCEPTIBLE
-0.326695,3.235665,WANDER,FORWARD,SUSCEPTIBLE
-0.355391,3.263531,WANDER,FORWARD,SUSCEPTIBLE
-0.384087,3.291397,WANDER,FORWARD,SUSCEPTIBLE
-0.412783,3.319264,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
-0.429514,3.335511,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
-0.440248,3.352316,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
-0.445861,3.371436,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
-0.445856,3.391363,WANDER,FORWARD,SUSCEPTIBLE
-0.435566,3.426232,WANDER,FORWARD,SUSCEPTIBLE
-0.422230,3.463942,WANDER,FORWARD,SUSCEPTIBLE
-0.408785,3.501614,WANDER,FORWARD,SUSCEPTIBLE
-0.395341,3.539287,WANDER,FORWARD,SUSCEPTIBLE
-0.381896,3.576960,WANDER,FORWARD,SUSCEPTIBLE
-0.368452,3.614633,WANDER,FORWARD,SUSCEPTIBLE
-0.355007,3.652306,WANDER,TURN_LEFT,SUSCEPTIBLE
-0.347168,3.674270,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
-0.344956,3.694088,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
-0.339222,3.713199,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
-0.328441,3.729958,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
-0.313374,3.742999,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
-0.295243,3.751265,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
-0.275516,3.754085,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
-0.255795,3.751232,FOLLOW,FORWARD,SUSCEPTIBLE
-0.222756,3.736061,FOLLOW,FORWARD,SUSCEPTIBLE
-0.187340,3.717469,WANDER,TURN_LEFT,SUSCEPTIBLE
-0.166723,3.706570,WANDER,FORWARD,SUSCEPTIBLE
-0.131472,3.697439,WANDER,FORWARD,SUSCEPTIBLE
-0.092298,3.689359,WANDER,TURN_LEFT,SUSCEPTIBLE
-0.069444,3.684713,WANDER,FORWARD,SUSCEPTIBLE
-0.033048,3.685887,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
-0.009796,3.687682,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.009153,3.693893,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.025602,3.705140,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.038215,3.720567,FOLLOW,FORWARD,SUSCEPTIBLE
0.052326,3.754073,FOLLOW,FORWARD,SUSCEPTIBLE
0.065878,3.791706,WANDER,TURN_LEFT,SUSCEPTIBLE
0.073717,3.813670,WANDER,FORWARD,SUSCEPTIBLE
0.077713,3.849865,WANDER,FORWARD,SUSCEPTIBLE
