0.641042,-2.321120,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
0.627750,-2.331195,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
0.609517,-2.339270,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
0.589769,-2.341932,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
0.570071,-2.338920,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
0.552021,-2.330479,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
0.537081,-2.317292,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
0.526463,-2.300430,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
0.521029,-2.281258,FOLLOW,FORWARD,SUSCEPTIBLE
0.521411,-2.244905,FOLLOW,FORWARD,SUSCEPTIBLE
0.523949,-2.204987,FOLLOW,FORWARD,SUSCEPTIBLE
0.526602,-2.165075,FOLLOW,FORWARD,SUSCEPTIBLE
0.529254,-2.125163,FOLLOW,FORWARD,SUSCEPTIBLE
0.531906,-2.085251,FOLLOW,FORWARD,SUSCEPTIBLE
0.534558,-2.045339,FOLLOW,FORWARD,SUSCEPTIBLE
0.537210,-2.005427,FOLLOW,FORWARD,SUSCEPTIBLE
0.539863,-1.965515,FOLLOW,FORWARD,SUSCEPTIBLE
0.542515,-1.925603,FOLLOW,FORWARD,SUSCEPTIBLE
0.545167,-1.885691,FOLLOW,FORWARD,SUSCEPTIBLE
0.547819,-1.845779,FOLLOW,FORWARD,SUSCEPTIBLE
0.550471,-1.805867,FOLLOW,FORWARD,SUSCEPTIBLE
0.553124,-1.765955,FOLLOW,FORWARD,SUSCEPTIBLE
0.555776,-1.726043,FOLLOW,FORWARD,SUSCEPTIBLE
0.558428,-1.686131,FOLLOW,FORWARD,SUSCEPTIBLE
0.561080,-1.646219,FOLLOW,FORWARD,SUSCEPTIBLE
0.563732,-1.606307,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
0.565279,-1.583037,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
0.571133,-1.563975,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
0.582069,-1.547317,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
0.597256,-1.534416,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
0.615464,-1.526319,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
0.635216,-1.523682,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
0.654910,-1.526719,FOLLOW,FORWARD,SUSCEPTIBLE
0.687807,-1.542195,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.708413,-1.553118,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.727663,-1.558320,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.747586,-1.557941,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.766595,-1.551962,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.783148,-1.540868,DIR_LEFT,TURN_LEFT,SUSCEPTIBLE
0.795904,-1.525559,FOLLOW,FORWARD,SUSCEPTIBLE
0.810325,-1.492186,FOLLOW,FORWARD,SUSCEPTIBLE
0.824225,-1.454680,FOLLOW,FORWARD,SUSCEPTIBLE
0.838019,-1.417134,FOLLOW,FORWARD,SUSCEPTIBLE
0.851813,-1.379587,FOLLOW,FORWARD,SUSCEPTIBLE
0.865606,-1.342041,FOLLOW,FORWARD,SUSCEPTIBLE
0.879400,-1.304495,FOLLOW,FORWARD,SUSCEPTIBLE
0.893193,-1.266948,FOLLOW,FORWARD,SUSCEPTIBLE
0.906987,-1.229402,FOLLOW,FORWARD,SUSCEPTIBLE
0.920780,-1.191855,FOLLOW,FORWARD,SUSCEPTIBLE
0.934574,-1.154309,FOLLOW,FORWARD,SUSCEPTIBLE
0.948368,-1.116762,FOLLOW,FORWARD,SUSCEPTIBLE
0.962161,-1.079216,FOLLOW,FORWARD,SUSCEPTIBLE
0.975955,-1.041669,FOLLOW,FORWARD,SUSCEPTIBLE
0.989748,-1.004123,FOLLOW,FORWARD,SUSCEPTIBLE
1.003542,-0.966576,FOLLOW,FORWARD,SUSCEPTIBLE
1.017336,-0.929030,FOLLOW,FORWARD,SUSCEPTIBLE
1.031129,-0.891483,FOLLOW,FORWARD,SUSCEPTIBLE
1.044923,-0.853937,FOLLOW,FORWARD,SUSCEPTIBLE
1.058716,-0.816390,FOLLOW,FORWARD,SUSCEPTIBLE
1.072510,-0.778844,FOLLOW,FORWARD,SUSCEPTIBLE
1.086303,-0.741298,FOLLOW,FORWARD,SUSCEPTIBLE
1.100097,-0.703751,FOLLOW,FORWARD,SUSCEPTIBLE
1.113891,-0.666205,FOLLOW,FORWARD,SUSCEPTIBLE
1.127684,-0.628658,WANDER,TURN_LEFT,SUSCEPTIBLE
1.135726,-0.606767,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
1.138122,-0.586971,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
1.144034,-0.567914,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
1.154969,-0.551256,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
1.170157,-0.538355,DIR_RIGHT,TURN_RIGHT,SUSCEPTIBLE
