0.800000,1.800000
0.800000,1.800000
0.800000,1.800000
0.800000,1.800000
0.800000,1.800000
0.808893,1.800000
0.823393,1.800000
0.838365,1.799133
0.853238,1.797210
0.867935,1.794230
0.882383,1.790210
0.896507,1.785168
0.910234,1.779131
0.919532,1.774259
0.928311,1.769471
0.937087,1.764677
0.945863,1.759883
0.954639,1.755089
0.963415,1.750294
0.972190,1.745500
0.980966,1.740706
0.989742,1.735912
1.002467,1.728960
1.015190,1.721021
1.027321,1.712203
1.035370,1.705465
1.042930,1.698920
1.050486,1.692369
1.058041,1.685819
1.065597,1.679268
1.073152,1.672717
1.080708,1.666166
1.088264,1.659615
1.099219,1.650117
1.109963,1.639654
1.119941,1.628458
1.129094,1.616579
1.134918,1.607846
1.140327,1.599435
1.145730,1.591020
1.151133,1.582605
1.156536,1.574191
1.161939,1.565776
1.169774,1.553575
1.177133,1.540508
1.183551,1.526954
1.187384,1.517182
1.190881,1.507813
1.194371,1.498442
1.197861,1.489071
1.201351,1.479700
1.204841,1.470328
1.208331,1.460957
1.211822,1.451586
1.215312,1.442215
1.218802,1.432844
1.222292,1.423472
1.227352,1.409884
1.231765,1.395551
1.235154,1.380942
1.236822,1.370579
1.238246,1.360681
1.239663,1.350782
1.241081,1.340883
1.242498,1.330984
1.243916,1.321085
1.245333,1.311186
1.246751,1.301287
1.248168,1.291388
1.249586,1.281488
1.251003,1.271589
1.252421,1.261690
1.253838,1.251791
1.255256,1.241892
1.256673,1.231993
1.258090,1.222094
1.259508,1.212195
1.260925,1.202296
1.262343,1.192397
1.263760,1.182498
1.265178,1.172599
1.266595,1.162700
1.268013,1.152801
1.269430,1.142902
1.270848,1.133003
1.272265,1.123104
1.273683,1.113205
1.275100,1.103306
1.276517,1.093407
1.277935,1.083508
1.279352,1.073609
1.280770,1.063710
1.282187,1.053811
1.283605,1.043912
1.285022,1.034013
1.286440,1.024114
1.287857,1.014215
1.289275,1.004316
1.290692,0.994417
1.292109,0.984518
1.293527,0.974619
1.294944,0.964720
1.296362,0.954820
1.297779,0.944921
1.299197,0.935022
1.300614,0.925123
1.302032,0.915224
1.303449,0.905325
1.304867,0.895426
1.306284,0.885527
1.307702,0.875628
1.309119,0.865729
1.310536,0.855830
1.311954,0.845931
1.313371,0.836032
1.314789,0.826133
1.316206,0.816234
1.317624,0.806335
1.319041,0.796436
1.320459,0.786537
1.321876,0.776638
1.323294,0.766739
1.324711,0.756840
