-7.364410,1.625120,OBSTACLE_DETECTED,AVOID
-7.351427,1.625120,NO_TARGET_TO_FOLLOW,WANDER
-7.334550,1.615954,NO_TARGET_TO_FOLLOW,WANDER
-7.318036,1.604679,NO_TARGET_TO_FOLLOW,WANDER
-7.315304,1.602789,TARGET_FOLLOW,FOLLOW
-7.307055,1.593164,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.300527,1.589132,TARGET_FOLLOW,FOLLOW
-7.299906,1.588805,TARGET_FOLLOW,FOLLOW
-7.299902,1.588803,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.287546,1.590145,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.279846,1.587827,TARGET_FOLLOW,FOLLOW
-7.279148,1.587549,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.273346,1.584402,TARGET_FOLLOW,FOLLOW
-7.272700,1.584050,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.266839,1.580871,TARGET_FOLLOW,FOLLOW
-7.266186,1.580515,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.260325,1.577336,TARGET_FOLLOW,FOLLOW
-7.259672,1.576979,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.253816,1.573803,TARGET_FOLLOW,FOLLOW
-7.253163,1.573447,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.247316,1.570276,TARGET_FOLLOW,FOLLOW
-7.246665,1.569921,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.240832,1.566757,TARGET_FOLLOW,FOLLOW
-7.240182,1.566403,OBSTACLE_DETECTED,AVOID
-7.234366,1.563248,TARGET_FOLLOW,FOLLOW
-7.233718,1.562895,OBSTACLE_DETECTED,AVOID
-7.227896,1.559737,TARGET_FOLLOW,FOLLOW
-7.227247,1.559383,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.216486,1.553547,TARGET_FOLLOW,FOLLOW
-7.211217,1.546860,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.205003,1.543064,TARGET_FOLLOW,FOLLOW
-7.204360,1.542714,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.198601,1.539590,TARGET_FOLLOW,FOLLOW
-7.197959,1.539240,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.192317,1.536180,TARGET_FOLLOW,FOLLOW
-7.191688,1.535837,TARGET_FOLLOW,FOLLOW
-7.191688,1.535833,TARGET_FOLLOW,FOLLOW
-7.191686,1.535829,TARGET_FOLLOW,FOLLOW
-7.191683,1.535826,TARGET_FOLLOW,FOLLOW
-7.191680,1.535823,TARGET_FOLLOW,FOLLOW
-7.191676,1.535821,TARGET_FOLLOW,FOLLOW
-7.191672,1.535821,TARGET_FOLLOW,FOLLOW
-7.191668,1.535823,TARGET_FOLLOW,FOLLOW
-7.191665,1.535825,TARGET_FOLLOW,FOLLOW
-7.187122,1.546885,TARGET_FOLLOW,FOLLOW
-7.186410,1.548620,TARGET_FOLLOW,FOLLOW
-7.190443,1.559722,TARGET_FOLLOW,FOLLOW
-7.198879,1.587727,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.202881,1.598855,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.208351,1.603072,TARGET_FOLLOW,FOLLOW
-7.208932,1.603470,TARGET_FOLLOW,FOLLOW
-7.208937,1.603470,TARGET_FOLLOW,FOLLOW
-7.208941,1.603470,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.214313,1.606812,TARGET_FOLLOW,FOLLOW
-7.214914,1.607183,TARGET_FOLLOW,FOLLOW
-7.214918,1.607185,TARGET_FOLLOW,FOLLOW
-7.214922,1.607187,TARGET_FOLLOW,FOLLOW
-7.214925,1.607190,TARGET_FOLLOW,FOLLOW
-7.221362,1.613600,TARGET_FOLLOW,FOLLOW
-7.222182,1.614418,TARGET_FOLLOW,FOLLOW
-7.226488,1.621107,TARGET_FOLLOW,FOLLOW
-7.226968,1.621853,TARGET_FOLLOW,FOLLOW
-7.226970,1.621857,TARGET_FOLLOW,FOLLOW
-7.226972,1.621860,TARGET_FOLLOW,FOLLOW
-7.226975,1.621864,TARGET_FOLLOW,FOLLOW
-7.226978,1.621867,TARGET_FOLLOW,FOLLOW
-7.226981,1.621870,TARGET_FOLLOW,FOLLOW
-7.226984,1.621873,TARGET_FOLLOW,FOLLOW
-7.226987,1.621876,TARGET_FOLLOW,FOLLOW
-7.226990,1.621879,TARGET_FOLLOW,FOLLOW
-7.235172,1.628896,TARGET_FOLLOW,FOLLOW
-7.236373,1.629925,TARGET_FOLLOW,FOLLOW
-7.247316,1.632582,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.254807,1.633748,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.265357,1.641698,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.268345,1.648809,TARGET_FOLLOW,FOLLOW
-7.267961,1.651338,TARGET_FOLLOW,FOLLOW
-7.267894,1.651545,TARGET_FOLLOW,FOLLOW
-7.267894,1.651550,TARGET_FOLLOW,FOLLOW
-7.267894,1.651554,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.270857,1.657252,TARGET_FOLLOW,FOLLOW
-7.271186,1.657889,TARGET_FOLLOW,FOLLOW
-7.270297,1.669167,TARGET_FOLLOW,FOLLOW
-7.267423,1.678935,TARGET_FOLLOW,FOLLOW
-7.263593,1.686328,TARGET_FOLLOW,FOLLOW
-7.263199,1.687048,TARGET_FOLLOW,FOLLOW
-7.253047,1.711710,TARGET_FOLLOW,FOLLOW
-7.248007,1.721901,TARGET_FOLLOW,FOLLOW
-7.245734,1.724612,TARGET_FOLLOW,FOLLOW
-7.243587,1.727013,TARGET_FOLLOW,FOLLOW
-7.241565,1.729209,TARGET_FOLLOW,FOLLOW
-7.239670,1.731238,TARGET_FOLLOW,FOLLOW
-7.237894,1.733124,TARGET_FOLLOW,FOLLOW
-7.236227,1.734888,TARGET_FOLLOW,FOLLOW
-7.234658,1.736545,TARGET_FOLLOW,FOLLOW
-7.233178,1.738107,TARGET_FOLLOW,FOLLOW
-7.233028,1.738265,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.228709,1.742818,TARGET_FOLLOW,FOLLOW
-7.228226,1.743325,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.222266,1.745813,TARGET_FOLLOW,FOLLOW
-7.198298,1.743371,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.187844,1.744792,TARGET_FOLLOW,FOLLOW
-7.187168,1.745041,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.181163,1.747273,TARGET_FOLLOW,FOLLOW
-7.162614,1.745349,TARGET_FOLLOW,FOLLOW
-7.145444,1.745109,TARGET_FOLLOW,FOLLOW
-7.131985,1.747234,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.124668,1.749313,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.117840,1.748039,TARGET_FOLLOW,FOLLOW
-7.117152,1.747871,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.105839,1.743656,TARGET_FOLLOW,FOLLOW
-7.104054,1.742989,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.092740,1.738773,TARGET_FOLLOW,FOLLOW
-7.090955,1.738106,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.079641,1.733890,TARGET_FOLLOW,FOLLOW
-7.077856,1.733224,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.066561,1.729015,TARGET_FOLLOW,FOLLOW
-7.063525,1.726838,TARGET_FOLLOW,FOLLOW
-7.063364,1.726655,TARGET_FOLLOW,FOLLOW
-7.069419,1.715030,TARGET_FOLLOW,FOLLOW
-7.079196,1.704665,TARGET_FOLLOW,FOLLOW
-7.089725,1.697097,TARGET_FOLLOW,FOLLOW
-7.099736,1.691580,TARGET_FOLLOW,FOLLOW
-7.108691,1.687513,TARGET_FOLLOW,FOLLOW
-7.116377,1.684476,TARGET_FOLLOW,FOLLOW
-7.122987,1.682095,TARGET_FOLLOW,FOLLOW
-7.128739,1.680138,TARGET_FOLLOW,FOLLOW
-7.133807,1.678471,TARGET_FOLLOW,FOLLOW
-7.138321,1.677014,TARGET_FOLLOW,FOLLOW
-7.142381,1.675718,TARGET_FOLLOW,FOLLOW
-7.146063,1.674551,TARGET_FOLLOW,FOLLOW
-7.149426,1.673488,TARGET_FOLLOW,FOLLOW
-7.152518,1.672513,TARGET_FOLLOW,FOLLOW
-7.155376,1.671613,TARGET_FOLLOW,FOLLOW
-7.158032,1.670777,TARGET_FOLLOW,FOLLOW
-7.160509,1.669997,TARGET_FOLLOW,FOLLOW
-7.162829,1.669267,TARGET_FOLLOW,FOLLOW
-7.165011,1.668581,TARGET_FOLLOW,FOLLOW
-7.167067,1.667934,TARGET_FOLLOW,FOLLOW
-7.167275,1.667869,TARGET_FOLLOW,FOLLOW
-7.185237,1.662219,OBSTACLE_DETECTED,AVOID
-7.194334,1.662614,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.201380,1.661196,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.206471,1.656036,TARGET_FOLLOW,FOLLOW
-7.206958,1.655478,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.210862,1.649777,TARGET_FOLLOW,FOLLOW
-7.211297,1.649140,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.215171,1.643482,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.216334,1.636583,TARGET_FOLLOW,FOLLOW
-7.216414,1.635883,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.216358,1.623906,TARGET_FOLLOW,FOLLOW
-7.216348,1.622025,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.216291,1.609979,TARGET_FOLLOW,FOLLOW
-7.216281,1.608080,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.216224,1.595969,TARGET_FOLLOW,FOLLOW
-7.216213,1.594055,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.216157,1.581884,TARGET_FOLLOW,FOLLOW
-7.216146,1.579954,OBSTACLE_AND_TARGET_DETECTED,AVOID
-7.216089,1.567712,TARGET_FOLLOW,FOLLOW
