2.177880,3.433010,WANDER,FORWARD,INFECTIOUS
2.170070,3.460864,WANDER,FORWARD,INFECTIOUS
2.159271,3.499379,WANDER,FORWARD,INFECTIOUS
2.148472,3.537894,WANDER,FORWARD,INFECTIOUS
2.137672,3.576408,DIR_RIGHT,TURN_RIGHT,INFECTIOUS
2.131376,3.598864,DIR_RIGHT,TURN_RIGHT,INFECTIOUS
2.130544,3.618787,DIR_RIGHT,TURN_RIGHT,INFECTIOUS
2.135304,3.638137,DIR_RIGHT,TURN_RIGHT,INFECTIOUS
2.145324,3.655361,DIR_RIGHT,TURN_RIGHT,INFECTIOUS
2.159793,3.669063,DIR_RIGHT,TURN_RIGHT,INFECTIOUS
2.177537,3.678131,DIR_RIGHT,TURN_RIGHT,INFECTIOUS
2.197118,3.681831,DIR_RIGHT,TURN_RIGHT,INFECTIOUS
2.216947,3.679862,DIR_RIGHT,TURN_RIGHT,INFECTIOUS
2.235418,3.672384,DIR_RIGHT,TURN_RIGHT,INFECTIOUS
2.251032,3.660003,DIR_RIGHT,TURN_RIGHT,INFECTIOUS
2.262524,3.643724,DIR_RIGHT,TURN_RIGHT,INFECTIOUS
2.268961,3.624866,WANDER,FORWARD,INFECTIOUS
2.270496,3.588542,WANDER,FORWARD,INFECTIOUS
2.270066,3.548546,WANDER,TURN_LEFT,INFECTIOUS
2.269748,3.525227,WANDER,FORWARD,INFECTIOUS
2.277667,3.489684,WANDER,FORWARD,INFECTIOUS
2.288307,3.451127,WANDER,FORWARD,INFECTIOUS
2.299058,3.412598,WANDER,FORWARD,INFECTIOUS
2.309808,3.374070,WANDER,FORWARD,INFECTIOUS
2.320558,3.335542,DIR_LEFT,TURN_LEFT,INFECTIOUS
2.326826,3.313078,DIR_LEFT,TURN_LEFT,INFECTIOUS
2.336452,3.295615,DIR_LEFT,TURN_LEFT,INFECTIOUS
2.350560,3.281542,DIR_LEFT,TURN_LEFT,INFECTIOUS
2.368063,3.272017,DIR_LEFT,TURN_LEFT,INFECTIOUS
2.387541,3.267810,DIR_LEFT,TURN_LEFT,INFECTIOUS
2.407415,3.269264,DIR_LEFT,TURN_LEFT,INFECTIOUS
2.426073,3.276260,WANDER,FORWARD,INFECTIOUS
2.455114,3.298131,WANDER,FORWARD,INFECTIOUS
2.485747,3.323851,WANDER,FORWARD,INFECTIOUS
2.516306,3.349660,WANDER,FORWARD,INFECTIOUS
2.546866,3.375469,WANDER,FORWARD,INFECTIOUS
2.577426,3.401278,WANDER,FORWARD,INFECTIOUS
2.607986,3.427086,WANDER,FORWARD,INFECTIOUS
2.638546,3.452895,WANDER,FORWARD,INFECTIOUS
2.669106,3.478704,WANDER,FORWARD,INFECTIOUS
2.699666,3.504513,WANDER,FORWARD,INFECTIOUS
2.730226,3.530321,WANDER,FORWARD,INFECTIOUS
2.760786,3.556130,WANDER,FORWARD,INFECTIOUS
2.791346,3.581939,WANDER,TURN_LEFT,INFECTIOUS
2.809163,3.596986,DIR_RIGHT,TURN_RIGHT,INFECTIOUS
2.821037,3.613006,DIR_RIGHT,TURN_RIGHT,INFECTIOUS
2.835601,3.626645,DIR_RIGHT,TURN_RIGHT,INFECTIOUS
